"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","Action","Evaluation","Node Type","Potency","gram_type","meta","number_of_texts"
"panibagong","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"angelina","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","agent","1"
"mandato","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"note","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"water","26","0.05048543689320388","0.0018749549289680536","0.002423882301928012"," "," ",""," ","single","UNKNOWN","14"
"held","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4","  -0.58 1.47","3.0   2.42","","  2.59 1.66","single","task","5"
"rappler","19","0.036893203883495145","0.0013701593711689622","0.0015052739225999917"," "," ",""," ","single","UNKNOWN","17"
"magkakadikit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"officials","6","0.011650485436893204","4.3268190668493544E-4","0.001004855146876855"," "," ",""," ","single","agent","5"
"pollution","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4","  1.67","1.58  ","","  1.94","single","UNKNOWN","2"
"wound_up","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"unknown","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"seizure","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"parehong","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"p363","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"empti","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"offic","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"square","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"smuggl","32","0.062135922330097085","0.002307636835652989","0.0037596954836207515"," "," ",""," ","single","unknown","10"
"literally","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"initiatives","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"sludge","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","unknown","3"
"reclamations","4","0.007766990291262136","2.8845460445662364E-4","0.0011341532076799095"," "," ",""," ","single","unknown","1"
"mess","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"chemicals","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"post-harvest","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"rare","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"uneatable","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","task","1"
"isda","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","unknown","3"
"action","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"petrochemicals","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"landfall","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ibang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"hindi","9","0.017475728155339806","6.490228600274032E-4","0.001388951862080222","  1.05","  -2.59","","  0.76","single","UNKNOWN","6"
"hire","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"officer-in-charge","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"joint","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","unknown","2"
"joins","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","task","2"
"liter","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"clothes","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","unknown","1"
"contract","18","0.03495145631067961","0.0012980457200548064","0.0017742678989493188"," "," ",""," ","single","unknown","13"
"easier","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"nakaraang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"consumers","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"jefferson","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"damage","30","0.05825242718446602","0.002163409533424677","0.0022530912414253142"," "," ",""," ","single","UNKNOWN","18"
"castro","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","1.73","0.98","","1.36","single","UNKNOWN","1"
"youngbean","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"mula","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"kinabukasan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"struggle_with","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"appli","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ingestion","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","unknown","2"
"take_it","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"restore","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"reynaldo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"nakita","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","unknown","1"
"mere","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"permits","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"util","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"tanks","10","0.019417475728155338","7.211365111415591E-4","0.0012508841533050454"," "," ",""," ","single","unknown","9"
"chairman","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"coral","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"pandoras","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"pesos","3","0.005825242718446602","2.1634095334246772E-4","8.50614905759932E-4"," "," ",""," ","single","unknown","1"
"security","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"northeast","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"terranovas","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"super","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","unknown","6"
"distribute","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"langis","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4","  1.42","  2.07","","2.29  ","single","UNKNOWN","3"
"rate","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353"," "," ",""," ","single","UNKNOWN","4"
"coming_out","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"allows","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"tolentino","6","0.011650485436893204","4.3268190668493544E-4","0.0012258801517514455"," "," ",""," ","single","UNKNOWN","3"
"anticipatory","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"frances","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"shoreline","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","unknown","6"
"develop","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","task","1"
"pwedeng","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"major","6","0.011650485436893204","4.3268190668493544E-4","0.001004855146876855"," "," ",""," ","single","UNKNOWN","5"
"dito","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353"," "," ",""," ","single","unknown","4"
"angelo","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"makaapekto","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"dive","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"produc","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"spokesman","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"offer","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","task","1"
"instrument","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"underscor","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"daily","18","0.03495145631067961","0.0012980457200548064","0.0016780723628732393"," "," ",""," ","single","UNKNOWN","14"
"torrential","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"rin","7","0.013592233009708738","5.047955577990914E-4","0.0012849728781445912"," "," ",""," ","single","unknown","4"
"muna","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"joet","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","agent","1"
"evade","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"biaan","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"implementation","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"lorie","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"convulsions","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"spread","24","0.04660194174757282","0.0017307276267397417","0.0025042226574220673"," "," ",""," ","single","UNKNOWN","12"
"nalaman","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"appear","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","task","2"
"merkado","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"maintain","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","task","3"
"ito","7","0.013592233009708738","5.047955577990914E-4","0.0011723310046896644"," "," ",""," ","single","unknown","5"
"dini-discount","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"flow","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","unknown","6"
"production","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"stretches","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"temperature","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"dino_chua","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"taking_in","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"hasten","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"bacosa","4","0.007766990291262136","2.8845460445662364E-4","0.0011341532076799095"," "," ",""," ","single","UNKNOWN","1"
"basically","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"tungkol","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"press_conference","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","ngram","UNKNOWN","4"
"central_luzon_spokesperson","8","0.015533980582524271","5.769092089132473E-4","0.001145692930652059"," "," ",""," ","ngram","agent","7"
"drink","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","unknown","1"
"comprehensive","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"richard","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4","-0.02","1.19","","-0.15","single","UNKNOWN","1"
"year","10","0.019417475728155338","7.211365111415591E-4","0.0014321161633150737"," "," ",""," ","single","UNKNOWN","7"
"nandun","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","unknown","1"
"signs","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","unknown","3"
"charter","8","0.015533980582524271","5.769092089132473E-4","0.0010686574405679612"," "," ",""," ","single","agent","8"
"ibibigay","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","task","1"
"oil_spill_response_team","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","organization","1"
